order_id,order_date,order_customer_id,order_status
43808,2005-07-26 00:00:00,13259,Closed
43809,2005-07-26 00:00:00,16350,Closed
43810,2005-07-26 00:00:00,11004,Closed
43811,2005-07-26 00:00:00,11026,Closed
43812,2005-07-27 00:00:00,27662,Closed
43813,2005-07-27 00:00:00,28390,Closed
43814,2005-07-27 00:00:00,25866,Closed
43815,2005-07-27 00:00:00,16494,Closed
43816,2005-07-27 00:00:00,16496,Closed
43817,2005-07-27 00:00:00,16519,Closed
43818,2005-07-27 00:00:00,16528,Closed
43819,2005-07-27 00:00:00,11006,Closed
43820,2005-07-28 00:00:00,27651,Closed
43821,2005-07-28 00:00:00,27663,Closed
43822,2005-07-28 00:00:00,27669,Closed
43823,2005-07-28 00:00:00,19942,Closed
43824,2005-07-28 00:00:00,14558,Closed
43825,2005-07-28 00:00:00,16349,Closed
43826,2005-07-28 00:00:00,11008,Closed
43827,2005-07-28 00:00:00,25250,Closed
43828,2005-07-29 00:00:00,27605,Closed
43829,2005-07-29 00:00:00,27611,Closed
43830,2005-07-29 00:00:00,16347,Closed
43831,2005-07-29 00:00:00,11028,Closed
43832,2005-07-29 00:00:00,13584,Closed
43833,2005-07-30 00:00:00,21727,Closed
43834,2005-07-30 00:00:00,28393,Closed
43835,2005-07-30 00:00:00,19802,Closed
43836,2005-07-30 00:00:00,26620,Closed
43837,2005-07-30 00:00:00,11009,Closed
43838,2005-07-31 00:00:00,27641,Closed
43839,2005-07-31 00:00:00,27673,Closed
43840,2005-07-31 00:00:00,17957,Closed
43841,2005-07-31 00:00:00,13406,Closed
43842,2005-07-31 00:00:00,16630,Closed
43918,2005-08-01 00:00:00,22041,Closed
43919,2005-08-01 00:00:00,12124,Closed
43920,2005-08-01 00:00:00,28066,Closed
43921,2005-08-01 00:00:00,16743,Closed
43922,2005-08-01 00:00:00,13546,Closed
43923,2005-08-02 00:00:00,28018,Closed
43924,2005-08-02 00:00:00,12132,Closed
43925,2005-08-02 00:00:00,16661,Closed
43926,2005-08-03 00:00:00,11055,Closed
43927,2005-08-03 00:00:00,16662,Closed
43928,2005-08-03 00:00:00,16740,Closed
43929,2005-08-03 00:00:00,25270,Closed
43930,2005-08-04 00:00:00,28038,Closed
43931,2005-08-04 00:00:00,13548,Closed
43932,2005-08-04 00:00:00,16741,Closed
43933,2005-08-04 00:00:00,11031,Closed
43934,2005-08-04 00:00:00,11034,Closed
43935,2005-08-05 00:00:00,20048,Closed
43936,2005-08-05 00:00:00,28065,Closed
43937,2005-08-05 00:00:00,17047,Closed
43938,2005-08-05 00:00:00,16686,Closed
43939,2005-08-05 00:00:00,16659,Closed
43940,2005-08-05 00:00:00,25294,Closed
43941,2005-08-06 00:00:00,13600,Closed
43942,2005-08-06 00:00:00,17051,Closed
43943,2005-08-06 00:00:00,14565,Closed
43944,2005-08-06 00:00:00,11054,Closed
43945,2005-08-06 00:00:00,16675,Closed
43946,2005-08-06 00:00:00,16687,Closed
43947,2005-08-06 00:00:00,16712,Closed
43948,2005-08-06 00:00:00,11047,Closed
43949,2005-08-07 00:00:00,27726,Closed
43950,2005-08-07 00:00:00,28014,Closed
43951,2005-08-07 00:00:00,16696,Closed
43952,2005-08-07 00:00:00,16639,Closed
43953,2005-08-08 00:00:00,20049,Closed
43954,2005-08-08 00:00:00,13602,Closed
43955,2005-08-08 00:00:00,13661,Closed
43956,2005-08-08 00:00:00,11030,Closed
43957,2005-08-09 00:00:00,28068,Closed
43958,2005-08-09 00:00:00,16658,Closed
43959,2005-08-09 00:00:00,11035,Closed
43960,2005-08-09 00:00:00,11046,Closed
43961,2005-08-10 00:00:00,28031,Closed
43962,2005-08-10 00:00:00,28076,Closed
43963,2005-08-10 00:00:00,16685,Closed
43964,2005-08-10 00:00:00,16745,Closed
43965,2005-08-10 00:00:00,11038,Closed
43966,2005-08-10 00:00:00,11039,Closed
43967,2005-08-11 00:00:00,28040,Closed
43968,2005-08-11 00:00:00,28067,Closed
43969,2005-08-11 00:00:00,28071,Closed
43970,2005-08-11 00:00:00,16684,Closed
43971,2005-08-11 00:00:00,16657,Closed
43972,2005-08-12 00:00:00,21939,Closed
43973,2005-08-12 00:00:00,28039,Closed
43974,2005-08-12 00:00:00,13687,Closed
43975,2005-08-12 00:00:00,13540,Closed
43976,2005-08-12 00:00:00,28063,Closed
43977,2005-08-12 00:00:00,16703,Closed
43978,2005-08-13 00:00:00,28030,Closed
43979,2005-08-13 00:00:00,14576,Closed
43980,2005-08-13 00:00:00,11048,Closed
43981,2005-08-13 00:00:00,16664,Closed
43982,2005-08-13 00:00:00,25271,Closed
43983,2005-08-14 00:00:00,28017,Closed
43984,2005-08-14 00:00:00,13545,Closed
43985,2005-08-14 00:00:00,13515,Closed
43986,2005-08-14 00:00:00,28070,Closed
43987,2005-08-15 00:00:00,28042,Closed
43988,2005-08-15 00:00:00,11244,Closed
43989,2005-08-15 00:00:00,28083,Closed
43990,2005-08-15 00:00:00,25872,Closed
43991,2005-08-15 00:00:00,16660,Closed
43992,2005-08-15 00:00:00,16638,Closed
43993,2005-08-17 00:00:00,16929,Closed
43994,2005-08-18 00:00:00,27681,Closed
43995,2005-08-18 00:00:00,21813,Closed
43996,2005-08-18 00:00:00,27920,Closed
43997,2005-08-18 00:00:00,28022,Closed
43998,2005-08-18 00:00:00,11033,Closed
43999,2005-08-18 00:00:00,28047,Closed
44000,2005-08-19 00:00:00,27918,Closed
44001,2005-08-19 00:00:00,28044,Closed
44002,2005-08-19 00:00:00,14572,Closed
44003,2005-08-19 00:00:00,19325,Closed
44004,2005-08-19 00:00:00,28061,Closed
44005,2005-08-19 00:00:00,26629,Closed
44006,2005-08-19 00:00:00,16744,Closed
44007,2005-08-19 00:00:00,25555,Closed
44008,2005-08-20 00:00:00,27678,Closed
44009,2005-08-20 00:00:00,27759,Closed
44010,2005-08-20 00:00:00,13680,Closed
44011,2005-08-20 00:00:00,13514,Closed
44012,2005-08-20 00:00:00,11052,Closed
44013,2005-08-20 00:00:00,16928,Closed
44014,2005-08-21 00:00:00,27917,Closed
44015,2005-08-21 00:00:00,13693,Closed
44016,2005-08-21 00:00:00,11247,Closed
44017,2005-08-21 00:00:00,28078,Closed
44018,2005-08-21 00:00:00,25876,Closed
44019,2005-08-21 00:00:00,16701,Closed
44020,2005-08-21 00:00:00,16931,Closed
44021,2005-08-21 00:00:00,11032,Closed
44022,2005-08-22 00:00:00,22008,Closed
44023,2005-08-22 00:00:00,19830,Closed
44024,2005-08-22 00:00:00,16663,Closed
44025,2005-08-22 00:00:00,16708,Closed
44026,2005-08-22 00:00:00,17045,Closed
44027,2005-08-23 00:00:00,21921,Closed
44028,2005-08-23 00:00:00,17048,Closed
44029,2005-08-23 00:00:00,11050,Closed
44030,2005-08-24 00:00:00,12131,Closed
44031,2005-08-24 00:00:00,13689,Closed
44032,2005-08-24 00:00:00,11243,Closed
44033,2005-08-24 00:00:00,16693,Closed
44034,2005-08-24 00:00:00,16702,Closed
44035,2005-08-24 00:00:00,16707,Closed
44036,2005-08-24 00:00:00,17046,Closed
44037,2005-08-24 00:00:00,25272,Closed
44038,2005-08-24 00:00:00,25868,Closed
44039,2005-08-25 00:00:00,17971,Closed
44040,2005-08-25 00:00:00,11057,Closed
44041,2005-08-25 00:00:00,16742,Closed
44042,2005-08-26 00:00:00,13678,Closed
44043,2005-08-26 00:00:00,13679,Closed
44044,2005-08-26 00:00:00,13690,Closed
44045,2005-08-26 00:00:00,28394,Closed
44046,2005-08-26 00:00:00,28064,Closed
44047,2005-08-26 00:00:00,25878,Closed
44048,2005-08-26 00:00:00,16713,Closed
44049,2005-08-27 00:00:00,13538,Closed
44050,2005-08-27 00:00:00,17050,Closed
44051,2005-08-28 00:00:00,13691,Closed
44052,2005-08-28 00:00:00,16637,Closed
44053,2005-08-29 00:00:00,19329,Closed
44054,2005-08-29 00:00:00,13542,Closed
44055,2005-08-29 00:00:00,13543,Closed
44056,2005-08-29 00:00:00,13559,Closed
44057,2005-08-29 00:00:00,14577,Closed
44058,2005-08-29 00:00:00,11056,Closed
44059,2005-08-29 00:00:00,16688,Closed
44060,2005-08-29 00:00:00,25273,Closed
44061,2005-08-30 00:00:00,27919,Closed
44062,2005-08-30 00:00:00,28041,Closed
44063,2005-08-30 00:00:00,11240,Closed
44064,2005-08-30 00:00:00,22050,Closed
44065,2005-08-30 00:00:00,28062,Closed
44066,2005-08-30 00:00:00,25867,Closed
44067,2005-08-30 00:00:00,17049,Closed
44068,2005-08-31 00:00:00,13541,Closed
44069,2005-08-31 00:00:00,28395,Closed
44070,2005-08-31 00:00:00,19829,Closed
44071,2005-08-31 00:00:00,16691,Closed
44072,2005-08-31 00:00:00,16656,Closed
44073,2005-08-31 00:00:00,11044,Closed
44134,2005-09-01 00:00:00,13821,Closed
44135,2005-09-01 00:00:00,28156,Closed
44136,2005-09-01 00:00:00,22114,Closed
44137,2005-09-01 00:00:00,17328,Closed
44138,2005-09-02 00:00:00,13765,Closed
44139,2005-09-02 00:00:00,13792,Closed
44140,2005-09-02 00:00:00,12221,Closed
44141,2005-09-02 00:00:00,13572,Closed
44142,2005-09-02 00:00:00,22058,Closed
44143,2005-09-02 00:00:00,28145,Closed
44144,2005-09-02 00:00:00,17071,Closed
44145,2005-09-02 00:00:00,17309,Closed
44146,2005-09-02 00:00:00,17310,Closed
44147,2005-09-02 00:00:00,17320,Closed
44148,2005-09-03 00:00:00,28172,Closed
44149,2005-09-03 00:00:00,17242,Closed
44150,2005-09-03 00:00:00,17315,Closed
44151,2005-09-03 00:00:00,25558,Closed
44152,2005-09-04 00:00:00,11334,Closed
44153,2005-09-04 00:00:00,28168,Closed
44154,2005-09-04 00:00:00,28181,Closed
44155,2005-09-04 00:00:00,28131,Closed
44156,2005-09-04 00:00:00,25887,Closed
44157,2005-09-04 00:00:00,17055,Closed
44158,2005-09-05 00:00:00,13567,Closed
44159,2005-09-05 00:00:00,28182,Closed
44160,2005-09-05 00:00:00,28186,Closed
44161,2005-09-06 00:00:00,13772,Closed
44162,2005-09-06 00:00:00,28185,Closed
44163,2005-09-06 00:00:00,28193,Closed
44164,2005-09-06 00:00:00,28088,Closed
44165,2005-09-06 00:00:00,17065,Closed
44166,2005-09-06 00:00:00,14581,Closed
44167,2005-09-06 00:00:00,17308,Closed
44168,2005-09-07 00:00:00,12211,Closed
44169,2005-09-07 00:00:00,28179,Closed
44170,2005-09-07 00:00:00,28183,Closed
44171,2005-09-07 00:00:00,28112,Closed
44172,2005-09-07 00:00:00,14584,Closed
44173,2005-09-08 00:00:00,13784,Closed
44174,2005-09-08 00:00:00,17229,Closed
44175,2005-09-08 00:00:00,17246,Closed
44176,2005-09-09 00:00:00,12220,Closed
44177,2005-09-09 00:00:00,11337,Closed
44178,2005-09-09 00:00:00,28097,Closed
44179,2005-09-09 00:00:00,25888,Closed
44180,2005-09-09 00:00:00,11058,Closed
44181,2005-09-09 00:00:00,17294,Closed
44182,2005-09-09 00:00:00,17299,Closed
44183,2005-09-10 00:00:00,28158,Closed
44184,2005-09-10 00:00:00,17247,Closed
44185,2005-09-10 00:00:00,17280,Closed
44186,2005-09-12 00:00:00,25889,Closed
44187,2005-09-12 00:00:00,17069,Closed
44188,2005-09-13 00:00:00,20052,Closed
44189,2005-09-13 00:00:00,20054,Closed
44190,2005-09-13 00:00:00,11061,Closed
44191,2005-09-13 00:00:00,17248,Closed
44192,2005-09-14 00:00:00,13570,Closed
44193,2005-09-14 00:00:00,28164,Closed
44194,2005-09-14 00:00:00,17064,Closed
44195,2005-09-14 00:00:00,17249,Closed
44196,2005-09-14 00:00:00,17295,Closed
44197,2005-09-15 00:00:00,28096,Closed
44198,2005-09-15 00:00:00,28150,Closed
44199,2005-09-15 00:00:00,17259,Closed
44200,2005-09-15 00:00:00,17312,Closed
44201,2005-09-16 00:00:00,12254,Closed
44202,2005-09-16 00:00:00,28159,Closed
44203,2005-09-16 00:00:00,28149,Closed
44204,2005-09-16 00:00:00,14580,Closed
44205,2005-09-16 00:00:00,17285,Closed
44206,2005-09-17 00:00:00,11250,Closed
44207,2005-09-17 00:00:00,28162,Closed
44208,2005-09-17 00:00:00,25879,Closed
44209,2005-09-17 00:00:00,17257,Closed
44210,2005-09-18 00:00:00,13783,Closed
44211,2005-09-18 00:00:00,28154,Closed
44212,2005-09-18 00:00:00,28170,Closed
44213,2005-09-18 00:00:00,17351,Closed
44214,2005-09-18 00:00:00,17332,Closed
44215,2005-09-19 00:00:00,28180,Closed
44216,2005-09-19 00:00:00,13560,Closed
44217,2005-09-19 00:00:00,28148,Closed
44218,2005-09-19 00:00:00,22109,Closed
44219,2005-09-19 00:00:00,14590,Closed
44220,2005-09-19 00:00:00,11060,Closed
44221,2005-09-19 00:00:00,17255,Closed
44222,2005-09-19 00:00:00,17258,Closed
44223,2005-09-20 00:00:00,13847,Closed
44224,2005-09-20 00:00:00,28166,Closed
44225,2005-09-21 00:00:00,20060,Closed
44226,2005-09-21 00:00:00,12255,Closed
44227,2005-09-21 00:00:00,28401,Closed
44228,2005-09-21 00:00:00,11333,Closed
44229,2005-09-21 00:00:00,25886,Closed
44230,2005-09-21 00:00:00,17241,Closed
44231,2005-09-21 00:00:00,17973,Closed
44232,2005-09-21 00:00:00,17334,Closed
44233,2005-09-22 00:00:00,13841,Closed
44234,2005-09-22 00:00:00,28184,Closed
44235,2005-09-22 00:00:00,22117,Closed
44236,2005-09-22 00:00:00,28191,Closed
44237,2005-09-22 00:00:00,17056,Closed
44238,2005-09-22 00:00:00,17079,Closed
44239,2005-09-23 00:00:00,12217,Closed
44240,2005-09-23 00:00:00,13580,Closed
44241,2005-09-23 00:00:00,28155,Closed
44242,2005-09-23 00:00:00,28163,Closed
44243,2005-09-23 00:00:00,17278,Closed
44244,2005-09-23 00:00:00,17329,Closed
44245,2005-09-23 00:00:00,25556,Closed
44246,2005-09-24 00:00:00,12219,Closed
44247,2005-09-24 00:00:00,17233,Closed
44248,2005-09-24 00:00:00,17240,Closed
44249,2005-09-25 00:00:00,13845,Closed
44250,2005-09-25 00:00:00,28167,Closed
44251,2005-09-25 00:00:00,28190,Closed
44252,2005-09-26 00:00:00,13777,Closed
44253,2005-09-26 00:00:00,28099,Closed
44254,2005-09-26 00:00:00,28142,Closed
44255,2005-09-26 00:00:00,14585,Closed
44256,2005-09-26 00:00:00,17232,Closed
44257,2005-09-27 00:00:00,12212,Closed
44258,2005-09-27 00:00:00,13579,Closed
44259,2005-09-27 00:00:00,28171,Closed
44260,2005-09-27 00:00:00,28194,Closed
44261,2005-09-27 00:00:00,22112,Closed
44262,2005-09-27 00:00:00,20149,Closed
44263,2005-09-27 00:00:00,17279,Closed
44264,2005-09-27 00:00:00,17286,Closed
44265,2005-09-27 00:00:00,25557,Closed
44266,2005-09-27 00:00:00,25559,Closed
44267,2005-09-28 00:00:00,19339,Closed
44268,2005-09-28 00:00:00,13820,Closed
44269,2005-09-29 00:00:00,14589,Closed
44270,2005-09-30 00:00:00,13794,Closed
44271,2005-09-30 00:00:00,13846,Closed
44272,2005-09-30 00:00:00,12256,Closed
44273,2005-09-30 00:00:00,28147,Closed
44274,2005-09-30 00:00:00,28152,Closed
44275,2005-09-30 00:00:00,17256,Closed
44276,2005-09-30 00:00:00,17277,Closed
44277,2005-09-30 00:00:00,17288,Closed
44278,2005-09-30 00:00:00,17293,Closed
44279,2005-09-30 00:00:00,17326,Closed
44320,2005-10-01 00:00:00,14429,Closed
44321,2005-10-01 00:00:00,28222,Closed
44322,2005-10-01 00:00:00,17975,Closed
44323,2005-10-01 00:00:00,11072,Closed
44324,2005-10-02 00:00:00,12267,Closed
44325,2005-10-02 00:00:00,11095,Closed
44326,2005-10-02 00:00:00,17728,Closed
44327,2005-10-03 00:00:00,28598,Closed
44328,2005-10-03 00:00:00,17921,Closed
44329,2005-10-03 00:00:00,17904,Closed
44330,2005-10-03 00:00:00,28199,Closed
44331,2005-10-04 00:00:00,28257,Closed
44332,2005-10-04 00:00:00,17510,Closed
44333,2005-10-05 00:00:00,11343,Closed
44334,2005-10-05 00:00:00,28273,Closed
44335,2005-10-05 00:00:00,20165,Closed
44336,2005-10-05 00:00:00,25895,Closed
44337,2005-10-05 00:00:00,11097,Closed
44338,2005-10-05 00:00:00,18188,Closed
44339,2005-10-05 00:00:00,18189,Closed
44340,2005-10-05 00:00:00,17354,Closed
44341,2005-10-06 00:00:00,25905,Closed
44342,2005-10-06 00:00:00,14610,Closed
44343,2005-10-06 00:00:00,17920,Closed
44344,2005-10-07 00:00:00,14427,Closed
44345,2005-10-07 00:00:00,28200,Closed
44346,2005-10-07 00:00:00,14602,Closed
44347,2005-10-07 00:00:00,17911,Closed
44348,2005-10-08 00:00:00,14159,Closed
44349,2005-10-08 00:00:00,28243,Closed
44350,2005-10-08 00:00:00,28244,Closed
44351,2005-10-08 00:00:00,28271,Closed
44352,2005-10-08 00:00:00,28297,Closed
44353,2005-10-08 00:00:00,14591,Closed
44354,2005-10-08 00:00:00,14603,Closed
44355,2005-10-08 00:00:00,11093,Closed
44356,2005-10-08 00:00:00,11099,Closed
44357,2005-10-08 00:00:00,17511,Closed
44358,2005-10-08 00:00:00,17732,Closed
44359,2005-10-09 00:00:00,14525,Closed
44360,2005-10-09 00:00:00,14158,Closed
44361,2005-10-09 00:00:00,13686,Closed
44362,2005-10-09 00:00:00,28259,Closed
44363,2005-10-09 00:00:00,28285,Closed
44364,2005-10-09 00:00:00,11092,Closed
44365,2005-10-09 00:00:00,17912,Closed
44366,2005-10-09 00:00:00,17502,Closed
44367,2005-10-09 00:00:00,25562,Closed
44368,2005-10-10 00:00:00,14150,Closed
44369,2005-10-10 00:00:00,28250,Closed
44370,2005-10-10 00:00:00,18193,Closed
44371,2005-10-10 00:00:00,17514,Closed
44372,2005-10-10 00:00:00,17736,Closed
44373,2005-10-11 00:00:00,13767,Closed
44374,2005-10-11 00:00:00,14157,Closed
44375,2005-10-11 00:00:00,14183,Closed
44376,2005-10-11 00:00:00,29399,Closed
44377,2005-10-11 00:00:00,28234,Closed
44378,2005-10-11 00:00:00,25903,Closed
44379,2005-10-11 00:00:00,11080,Closed
44380,2005-10-11 00:00:00,17915,Closed
44381,2005-10-12 00:00:00,14191,Closed
44382,2005-10-12 00:00:00,11341,Closed
44383,2005-10-12 00:00:00,28268,Closed
44384,2005-10-12 00:00:00,28296,Closed
44385,2005-10-12 00:00:00,28298,Closed
44386,2005-10-12 00:00:00,28587,Closed
44387,2005-10-12 00:00:00,11096,Closed
44388,2005-10-12 00:00:00,17924,Closed
44389,2005-10-12 00:00:00,17925,Closed
44390,2005-10-12 00:00:00,17353,Closed
44391,2005-10-12 00:00:00,17730,Closed
44392,2005-10-12 00:00:00,17910,Closed
44393,2005-10-13 00:00:00,29398,Closed
44394,2005-10-13 00:00:00,28246,Closed
44395,2005-10-13 00:00:00,28339,Closed
44396,2005-10-13 00:00:00,25901,Closed
44397,2005-10-13 00:00:00,14596,Closed
44398,2005-10-13 00:00:00,17733,Closed
44399,2005-10-14 00:00:00,28240,Closed
44400,2005-10-14 00:00:00,28588,Closed
44401,2005-10-14 00:00:00,17515,Closed
44402,2005-10-15 00:00:00,13666,Closed
44403,2005-10-15 00:00:00,19844,Closed
44404,2005-10-16 00:00:00,28221,Closed
44405,2005-10-16 00:00:00,28224,Closed
44406,2005-10-16 00:00:00,28299,Closed
44407,2005-10-16 00:00:00,11077,Closed
44408,2005-10-16 00:00:00,11103,Closed
44409,2005-10-16 00:00:00,25563,Closed
44410,2005-10-17 00:00:00,28223,Closed
44411,2005-10-17 00:00:00,28584,Closed
44412,2005-10-17 00:00:00,11100,Closed
44413,2005-10-18 00:00:00,13606,Closed
44414,2005-10-18 00:00:00,28340,Closed
44415,2005-10-18 00:00:00,28355,Closed
44416,2005-10-18 00:00:00,11069,Closed
44417,2005-10-18 00:00:00,17917,Closed
44418,2005-10-18 00:00:00,17919,Closed
44419,2005-10-18 00:00:00,17352,Closed
44420,2005-10-18 00:00:00,17512,Closed
44421,2005-10-19 00:00:00,13607,Closed
44422,2005-10-19 00:00:00,19353,Closed
44423,2005-10-19 00:00:00,28586,Closed
44424,2005-10-19 00:00:00,17916,Closed
44425,2005-10-19 00:00:00,17504,Closed
44426,2005-10-20 00:00:00,13770,Closed
44427,2005-10-20 00:00:00,14146,Closed
44428,2005-10-20 00:00:00,28362,Closed
44429,2005-10-20 00:00:00,28583,Closed
44430,2005-10-20 00:00:00,17927,Closed
44431,2005-10-20 00:00:00,17725,Closed
44432,2005-10-21 00:00:00,14165,Closed
44433,2005-10-21 00:00:00,28270,Closed
44434,2005-10-21 00:00:00,28580,Closed
44435,2005-10-22 00:00:00,28573,Closed
44436,2005-10-22 00:00:00,26630,Closed
44437,2005-10-22 00:00:00,11076,Closed
44438,2005-10-22 00:00:00,17909,Closed
44439,2005-10-23 00:00:00,14195,Closed
44440,2005-10-23 00:00:00,12261,Closed
44441,2005-10-23 00:00:00,22118,Closed
44442,2005-10-23 00:00:00,14599,Closed
44443,2005-10-23 00:00:00,17370,Closed
44444,2005-10-25 00:00:00,13697,Closed
44445,2005-10-26 00:00:00,17478,Closed
44446,2005-10-26 00:00:00,17914,Closed
44447,2005-10-27 00:00:00,12265,Closed
44448,2005-10-27 00:00:00,28264,Closed
44449,2005-10-27 00:00:00,28293,Closed
44450,2005-10-27 00:00:00,28294,Closed
44451,2005-10-27 00:00:00,28295,Closed
44452,2005-10-27 00:00:00,20164,Closed
44453,2005-10-27 00:00:00,17923,Closed
44454,2005-10-27 00:00:00,17926,Closed
44455,2005-10-27 00:00:00,17513,Closed
44456,2005-10-27 00:00:00,25560,Closed
44457,2005-10-28 00:00:00,28196,Closed
44458,2005-10-28 00:00:00,28247,Closed
44459,2005-10-28 00:00:00,28288,Closed
44460,2005-10-28 00:00:00,20150,Closed
44461,2005-10-28 00:00:00,17918,Closed
44462,2005-10-29 00:00:00,14155,Closed
44463,2005-10-29 00:00:00,19340,Closed
44464,2005-10-29 00:00:00,22120,Closed
44465,2005-10-29 00:00:00,14613,Closed
44466,2005-10-29 00:00:00,26640,Closed
44467,2005-10-29 00:00:00,11070,Closed
44468,2005-10-29 00:00:00,11075,Closed
44469,2005-10-29 00:00:00,17734,Closed
44470,2005-10-29 00:00:00,17735,Closed
44471,2005-10-29 00:00:00,25561,Closed
44472,2005-10-30 00:00:00,13685,Closed
44473,2005-10-30 00:00:00,28255,Closed
44474,2005-10-30 00:00:00,14601,Closed
44475,2005-10-30 00:00:00,11101,Closed
44476,2005-10-30 00:00:00,17913,Closed
44477,2005-10-30 00:00:00,17922,Closed
44478,2005-10-30 00:00:00,17726,Closed
