order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
241,44012,349,1,3374.9899999999998,3374.9899999999998
242,44013,312,1,3578.27,3578.27
243,44014,313,1,3578.27,3578.27
244,44015,311,1,3578.27,3578.27
245,44016,350,1,3374.9899999999998,3374.9899999999998
246,44017,310,1,3578.27,3578.27
247,44018,350,1,3374.9899999999998,3374.9899999999998
248,44019,310,1,3578.27,3578.27
249,44020,311,1,3578.27,3578.27
250,44021,348,1,3374.9899999999998,3374.9899999999998
251,44022,313,1,3578.27,3578.27
252,44023,349,1,3374.9899999999998,3374.9899999999998
253,44024,314,1,3578.27,3578.27
254,44025,314,1,3578.27,3578.27
255,44026,310,1,3578.27,3578.27
256,44027,310,1,3578.27,3578.27
257,44028,312,1,3578.27,3578.27
258,44029,350,1,3374.9899999999998,3374.9899999999998
259,44030,311,1,3578.27,3578.27
260,44031,313,1,3578.27,3578.27
261,44032,344,1,3399.9899999999998,3399.9899999999998
262,44033,314,1,3578.27,3578.27
263,44034,313,1,3578.27,3578.27
264,44035,312,1,3578.27,3578.27
265,44036,310,1,3578.27,3578.27
266,44037,328,1,699.09820000000002,699.09820000000002
267,44038,344,1,3399.9899999999998,3399.9899999999998
268,44039,342,1,699.09820000000002,699.09820000000002
269,44040,351,1,3374.9899999999998,3374.9899999999998
270,44041,313,1,3578.27,3578.27
271,44042,313,1,3578.27,3578.27
272,44043,311,1,3578.27,3578.27
273,44044,314,1,3578.27,3578.27
274,44045,344,1,3399.9899999999998,3399.9899999999998
275,44046,313,1,3578.27,3578.27
276,44047,344,1,3399.9899999999998,3399.9899999999998
277,44048,314,1,3578.27,3578.27
278,44049,314,1,3578.27,3578.27
279,44050,310,1,3578.27,3578.27
280,44051,310,1,3578.27,3578.27
281,44052,314,1,3578.27,3578.27
282,44053,338,1,699.09820000000002,699.09820000000002
283,44054,314,1,3578.27,3578.27
284,44055,310,1,3578.27,3578.27
285,44056,314,1,3578.27,3578.27
286,44057,338,1,699.09820000000002,699.09820000000002
287,44058,350,1,3374.9899999999998,3374.9899999999998
288,44059,313,1,3578.27,3578.27
289,44060,342,1,699.09820000000002,699.09820000000002
290,44061,310,1,3578.27,3578.27
291,44062,310,1,3578.27,3578.27
292,44063,344,1,3399.9899999999998,3399.9899999999998
293,44064,310,1,3578.27,3578.27
294,44065,310,1,3578.27,3578.27
295,44066,344,1,3399.9899999999998,3399.9899999999998
296,44067,310,1,3578.27,3578.27
297,44068,313,1,3578.27,3578.27
298,44069,349,1,3374.9899999999998,3374.9899999999998
299,44070,349,1,3374.9899999999998,3374.9899999999998
300,44071,313,1,3578.27,3578.27
301,44072,311,1,3578.27,3578.27
302,44073,351,1,3374.9899999999998,3374.9899999999998
303,44134,310,1,3578.27,3578.27
304,44135,310,1,3578.27,3578.27
305,44136,311,1,3578.27,3578.27
306,44137,314,1,3578.27,3578.27
307,44138,310,1,3578.27,3578.27
308,44139,311,1,3578.27,3578.27
309,44140,311,1,3578.27,3578.27
310,44141,313,1,3578.27,3578.27
311,44142,313,1,3578.27,3578.27
312,44143,313,1,3578.27,3578.27
313,44144,312,1,3578.27,3578.27
314,44145,310,1,3578.27,3578.27
315,44146,313,1,3578.27,3578.27
316,44147,310,1,3578.27,3578.27
317,44148,310,1,3578.27,3578.27
318,44149,312,1,3578.27,3578.27
319,44150,312,1,3578.27,3578.27
320,44151,328,1,699.09820000000002,699.09820000000002
321,44152,346,1,3399.9899999999998,3399.9899999999998
322,44153,312,1,3578.27,3578.27
323,44154,311,1,3578.27,3578.27
324,44155,313,1,3578.27,3578.27
325,44156,346,1,3399.9899999999998,3399.9899999999998
326,44157,314,1,3578.27,3578.27
327,44158,311,1,3578.27,3578.27
328,44159,311,1,3578.27,3578.27
329,44160,312,1,3578.27,3578.27
330,44161,314,1,3578.27,3578.27
331,44162,311,1,3578.27,3578.27
332,44163,314,1,3578.27,3578.27
333,44164,310,1,3578.27,3578.27
334,44165,313,1,3578.27,3578.27
335,44166,338,1,699.09820000000002,699.09820000000002
336,44167,314,1,3578.27,3578.27
337,44168,313,1,3578.27,3578.27
338,44169,311,1,3578.27,3578.27
339,44170,314,1,3578.27,3578.27
340,44171,313,1,3578.27,3578.27
341,44172,338,1,699.09820000000002,699.09820000000002
342,44173,312,1,3578.27,3578.27
343,44174,311,1,3578.27,3578.27
344,44175,313,1,3578.27,3578.27
345,44176,314,1,3578.27,3578.27
346,44177,350,1,3374.9899999999998,3374.9899999999998
347,44178,312,1,3578.27,3578.27
348,44179,350,1,3374.9899999999998,3374.9899999999998
349,44180,347,1,3399.9899999999998,3399.9899999999998
350,44181,312,1,3578.27,3578.27
351,44182,310,1,3578.27,3578.27
352,44183,310,1,3578.27,3578.27
353,44184,314,1,3578.27,3578.27
354,44185,310,1,3578.27,3578.27
355,44186,347,1,3399.9899999999998,3399.9899999999998
356,44187,313,1,3578.27,3578.27
357,44188,334,1,699.09820000000002,699.09820000000002
358,44189,322,1,699.09820000000002,699.09820000000002
359,44190,348,1,3374.9899999999998,3374.9899999999998
360,44191,310,1,3578.27,3578.27
361,44192,312,1,3578.27,3578.27
362,44193,312,1,3578.27,3578.27
363,44194,310,1,3578.27,3578.27
364,44195,313,1,3578.27,3578.27
365,44196,314,1,3578.27,3578.27
366,44197,312,1,3578.27,3578.27
367,44198,310,1,3578.27,3578.27
368,44199,313,1,3578.27,3578.27
369,44200,311,1,3578.27,3578.27
370,44201,313,1,3578.27,3578.27
371,44202,311,1,3578.27,3578.27
372,44203,312,1,3578.27,3578.27
373,44204,336,1,699.09820000000002,699.09820000000002
374,44205,312,1,3578.27,3578.27
375,44206,347,1,3399.9899999999998,3399.9899999999998
376,44207,313,1,3578.27,3578.27
377,44208,347,1,3399.9899999999998,3399.9899999999998
378,44209,311,1,3578.27,3578.27
379,44210,310,1,3578.27,3578.27
380,44211,313,1,3578.27,3578.27
381,44212,312,1,3578.27,3578.27
382,44213,310,1,3578.27,3578.27
383,44214,311,1,3578.27,3578.27
384,44215,312,1,3578.27,3578.27
385,44216,314,1,3578.27,3578.27
386,44217,310,1,3578.27,3578.27
387,44218,311,1,3578.27,3578.27
388,44219,338,1,699.09820000000002,699.09820000000002
389,44220,345,1,3399.9899999999998,3399.9899999999998
390,44221,314,1,3578.27,3578.27
391,44222,311,1,3578.27,3578.27
392,44223,310,1,3578.27,3578.27
393,44224,314,1,3578.27,3578.27
394,44225,322,1,699.09820000000002,699.09820000000002
395,44226,313,1,3578.27,3578.27
396,44227,349,1,3374.9899999999998,3374.9899999999998
397,44228,344,1,3399.9899999999998,3399.9899999999998
398,44229,344,1,3399.9899999999998,3399.9899999999998
399,44230,312,1,3578.27,3578.27
400,44231,334,1,699.09820000000002,699.09820000000002
401,44232,312,1,3578.27,3578.27
402,44233,310,1,3578.27,3578.27
403,44234,312,1,3578.27,3578.27
404,44235,313,1,3578.27,3578.27
405,44236,312,1,3578.27,3578.27
406,44237,310,1,3578.27,3578.27
407,44238,311,1,3578.27,3578.27
408,44239,311,1,3578.27,3578.27
409,44240,311,1,3578.27,3578.27
410,44241,313,1,3578.27,3578.27
411,44242,313,1,3578.27,3578.27
412,44243,312,1,3578.27,3578.27
413,44244,312,1,3578.27,3578.27
414,44245,330,1,699.09820000000002,699.09820000000002
415,44246,312,1,3578.27,3578.27
416,44247,310,1,3578.27,3578.27
417,44248,313,1,3578.27,3578.27
418,44249,313,1,3578.27,3578.27
419,44250,312,1,3578.27,3578.27
420,44251,311,1,3578.27,3578.27
421,44252,312,1,3578.27,3578.27
422,44253,310,1,3578.27,3578.27
423,44254,314,1,3578.27,3578.27
424,44255,340,1,699.09820000000002,699.09820000000002
425,44256,312,1,3578.27,3578.27
426,44257,313,1,3578.27,3578.27
427,44258,310,1,3578.27,3578.27
428,44259,312,1,3578.27,3578.27
429,44260,312,1,3578.27,3578.27
430,44261,312,1,3578.27,3578.27
431,44262,322,1,699.09820000000002,699.09820000000002
432,44263,310,1,3578.27,3578.27
433,44264,313,1,3578.27,3578.27
434,44265,320,1,699.09820000000002,699.09820000000002
435,44266,336,1,699.09820000000002,699.09820000000002
436,44267,336,1,699.09820000000002,699.09820000000002
437,44268,312,1,3578.27,3578.27
438,44269,326,1,699.09820000000002,699.09820000000002
439,44270,314,1,3578.27,3578.27
440,44271,314,1,3578.27,3578.27
441,44272,311,1,3578.27,3578.27
442,44273,311,1,3578.27,3578.27
443,44274,314,1,3578.27,3578.27
444,44275,311,1,3578.27,3578.27
445,44276,313,1,3578.27,3578.27
446,44277,311,1,3578.27,3578.27
447,44278,310,1,3578.27,3578.27
448,44279,313,1,3578.27,3578.27
449,44320,314,1,3578.27,3578.27
450,44321,311,1,3578.27,3578.27
451,44322,328,1,699.09820000000002,699.09820000000002
452,44323,344,1,3399.9899999999998,3399.9899999999998
453,44324,311,1,3578.27,3578.27
454,44325,351,1,3374.9899999999998,3374.9899999999998
455,44326,312,1,3578.27,3578.27
456,44327,314,1,3578.27,3578.27
457,44328,310,1,3578.27,3578.27
458,44329,311,1,3578.27,3578.27
459,44330,312,1,3578.27,3578.27
460,44331,311,1,3578.27,3578.27
461,44332,310,1,3578.27,3578.27
462,44333,345,1,3399.9899999999998,3399.9899999999998
463,44334,311,1,3578.27,3578.27
464,44335,324,1,699.09820000000002,699.09820000000002
465,44336,345,1,3399.9899999999998,3399.9899999999998
466,44337,351,1,3374.9899999999998,3374.9899999999998
467,44338,314,1,3578.27,3578.27
468,44339,311,1,3578.27,3578.27
469,44340,314,1,3578.27,3578.27
470,44341,348,1,3374.9899999999998,3374.9899999999998
471,44342,320,1,699.09820000000002,699.09820000000002
472,44343,314,1,3578.27,3578.27
473,44344,310,1,3578.27,3578.27
474,44345,313,1,3578.27,3578.27
475,44346,336,1,699.09820000000002,699.09820000000002
476,44347,312,1,3578.27,3578.27
477,44348,313,1,3578.27,3578.27
478,44349,311,1,3578.27,3578.27
479,44350,312,1,3578.27,3578.27
480,44351,314,1,3578.27,3578.27
481,44352,311,1,3578.27,3578.27
482,44353,326,1,699.09820000000002,699.09820000000002
483,44354,336,1,699.09820000000002,699.09820000000002
484,44355,347,1,3399.9899999999998,3399.9899999999998
485,44356,345,1,3399.9899999999998,3399.9899999999998
486,44357,310,1,3578.27,3578.27
487,44358,310,1,3578.27,3578.27
488,44359,311,1,3578.27,3578.27
489,44360,311,1,3578.27,3578.27
490,44361,310,1,3578.27,3578.27
491,44362,310,1,3578.27,3578.27
492,44363,312,1,3578.27,3578.27
493,44364,348,1,3374.9899999999998,3374.9899999999998
494,44365,313,1,3578.27,3578.27
495,44366,313,1,3578.27,3578.27
496,44367,328,1,699.09820000000002,699.09820000000002
497,44368,314,1,3578.27,3578.27
498,44369,310,1,3578.27,3578.27
499,44370,313,1,3578.27,3578.27
500,44371,311,1,3578.27,3578.27
501,44372,310,1,3578.27,3578.27
502,44373,310,1,3578.27,3578.27
503,44374,310,1,3578.27,3578.27
504,44375,310,1,3578.27,3578.27
505,44376,349,1,3374.9899999999998,3374.9899999999998
506,44377,310,1,3578.27,3578.27
507,44378,349,1,3374.9899999999998,3374.9899999999998
508,44379,351,1,3374.9899999999998,3374.9899999999998
509,44380,310,1,3578.27,3578.27
510,44381,313,1,3578.27,3578.27
511,44382,347,1,3399.9899999999998,3399.9899999999998
512,44383,310,1,3578.27,3578.27
513,44384,311,1,3578.27,3578.27
514,44385,314,1,3578.27,3578.27
515,44386,312,1,3578.27,3578.27
516,44387,351,1,3374.9899999999998,3374.9899999999998
517,44388,310,1,3578.27,3578.27
518,44389,313,1,3578.27,3578.27
519,44390,314,1,3578.27,3578.27
520,44391,313,1,3578.27,3578.27
521,44392,314,1,3578.27,3578.27
522,44393,345,1,3399.9899999999998,3399.9899999999998
523,44394,313,1,3578.27,3578.27
524,44395,314,1,3578.27,3578.27
525,44396,345,1,3399.9899999999998,3399.9899999999998
526,44397,330,1,699.09820000000002,699.09820000000002
527,44398,312,1,3578.27,3578.27
528,44399,311,1,3578.27,3578.27
529,44400,312,1,3578.27,3578.27
530,44401,312,1,3578.27,3578.27
531,44402,314,1,3578.27,3578.27
532,44403,350,1,3374.9899999999998,3374.9899999999998
533,44404,314,1,3578.27,3578.27
534,44405,310,1,3578.27,3578.27
535,44406,313,1,3578.27,3578.27
536,44407,351,1,3374.9899999999998,3374.9899999999998
537,44408,351,1,3374.9899999999998,3374.9899999999998
538,44409,320,1,699.09820000000002,699.09820000000002
539,44410,310,1,3578.27,3578.27
540,44411,312,1,3578.27,3578.27
541,44412,349,1,3374.9899999999998,3374.9899999999998
542,44413,310,1,3578.27,3578.27
543,44414,311,1,3578.27,3578.27
544,44415,312,1,3578.27,3578.27
545,44416,345,1,3399.9899999999998,3399.9899999999998
546,44417,311,1,3578.27,3578.27
547,44418,311,1,3578.27,3578.27
548,44419,310,1,3578.27,3578.27
549,44420,311,1,3578.27,3578.27
550,44421,313,1,3578.27,3578.27
551,44422,326,1,699.09820000000002,699.09820000000002
552,44423,313,1,3578.27,3578.27
553,44424,312,1,3578.27,3578.27
554,44425,311,1,3578.27,3578.27
555,44426,314,1,3578.27,3578.27
556,44427,314,1,3578.27,3578.27
557,44428,313,1,3578.27,3578.27
558,44429,314,1,3578.27,3578.27
559,44430,313,1,3578.27,3578.27
560,44431,312,1,3578.27,3578.27
561,44432,314,1,3578.27,3578.27
562,44433,312,1,3578.27,3578.27
563,44434,310,1,3578.27,3578.27
564,44435,312,1,3578.27,3578.27
565,44436,322,1,699.09820000000002,699.09820000000002
566,44437,344,1,3399.9899999999998,3399.9899999999998
567,44438,312,1,3578.27,3578.27
568,44439,310,1,3578.27,3578.27
569,44440,312,1,3578.27,3578.27
570,44441,312,1,3578.27,3578.27
571,44442,334,1,699.09820000000002,699.09820000000002
572,44443,310,1,3578.27,3578.27
573,44444,311,1,3578.27,3578.27
574,44445,314,1,3578.27,3578.27
575,44446,313,1,3578.27,3578.27
576,44447,312,1,3578.27,3578.27
577,44448,311,1,3578.27,3578.27
578,44449,312,1,3578.27,3578.27
579,44450,310,1,3578.27,3578.27
580,44451,313,1,3578.27,3578.27
581,44452,332,1,699.09820000000002,699.09820000000002
582,44453,310,1,3578.27,3578.27
583,44454,310,1,3578.27,3578.27
584,44455,312,1,3578.27,3578.27
585,44456,320,1,699.09820000000002,699.09820000000002
586,44457,311,1,3578.27,3578.27
587,44458,314,1,3578.27,3578.27
588,44459,314,1,3578.27,3578.27
589,44460,334,1,699.09820000000002,699.09820000000002
590,44461,313,1,3578.27,3578.27
591,44462,311,1,3578.27,3578.27
592,44463,332,1,699.09820000000002,699.09820000000002
593,44464,314,1,3578.27,3578.27
594,44465,320,1,699.09820000000002,699.09820000000002
595,44466,334,1,699.09820000000002,699.09820000000002
596,44467,346,1,3399.9899999999998,3399.9899999999998
597,44468,351,1,3374.9899999999998,3374.9899999999998
598,44469,314,1,3578.27,3578.27
599,44470,313,1,3578.27,3578.27
600,44471,322,1,699.09820000000002,699.09820000000002
601,44472,312,1,3578.27,3578.27
602,44473,312,1,3578.27,3578.27
603,44474,330,1,699.09820000000002,699.09820000000002
604,44475,345,1,3399.9899999999998,3399.9899999999998
605,44476,314,1,3578.27,3578.27
606,44477,310,1,3578.27,3578.27
607,44478,314,1,3578.27,3578.27
608,44479,350,1,3374.9899999999998,3374.9899999999998
609,44480,350,1,3374.9899999999998,3374.9899999999998
610,44571,347,1,3399.9899999999998,3399.9899999999998
611,44572,314,1,3578.27,3578.27
612,44573,347,1,3399.9899999999998,3399.9899999999998
613,44574,349,1,3374.9899999999998,3374.9899999999998
614,44575,344,1,3399.9899999999998,3399.9899999999998
615,44576,313,1,3578.27,3578.27
616,44577,314,1,3578.27,3578.27
617,44578,314,1,3578.27,3578.27
618,44579,312,1,3578.27,3578.27
619,44580,314,1,3578.27,3578.27
620,44581,348,1,3374.9899999999998,3374.9899999999998
621,44582,346,1,3399.9899999999998,3399.9899999999998
622,44583,310,1,3578.27,3578.27
623,44584,313,1,3578.27,3578.27
624,44585,312,1,3578.27,3578.27
625,44586,314,1,3578.27,3578.27
626,44587,311,1,3578.27,3578.27
627,44588,342,1,699.09820000000002,699.09820000000002
628,44589,346,1,3399.9899999999998,3399.9899999999998
629,44590,310,1,3578.27,3578.27
630,44591,330,1,699.09820000000002,699.09820000000002
631,44592,314,1,3578.27,3578.27
632,44593,313,1,3578.27,3578.27
633,44594,310,1,3578.27,3578.27
634,44595,345,1,3399.9899999999998,3399.9899999999998
635,44596,313,1,3578.27,3578.27
636,44597,310,1,3578.27,3578.27
637,44598,348,1,3374.9899999999998,3374.9899999999998
638,44599,310,1,3578.27,3578.27
639,44600,314,1,3578.27,3578.27
640,44601,345,1,3399.9899999999998,3399.9899999999998
641,44602,314,1,3578.27,3578.27
642,44603,342,1,699.09820000000002,699.09820000000002
643,44604,322,1,699.09820000000002,699.09820000000002
644,44605,314,1,3578.27,3578.27
645,44606,313,1,3578.27,3578.27
646,44607,310,1,3578.27,3578.27
647,44608,313,1,3578.27,3578.27
648,44609,311,1,3578.27,3578.27
649,44610,313,1,3578.27,3578.27
650,44611,314,1,3578.27,3578.27
651,44612,311,1,3578.27,3578.27
652,44613,313,1,3578.27,3578.27
653,44614,312,1,3578.27,3578.27
654,44615,314,1,3578.27,3578.27
655,44616,314,1,3578.27,3578.27
656,44617,313,1,3578.27,3578.27
657,44618,314,1,3578.27,3578.27
658,44619,312,1,3578.27,3578.27
659,44620,312,1,3578.27,3578.27
660,44621,313,1,3578.27,3578.27
661,44622,311,1,3578.27,3578.27
662,44623,312,1,3578.27,3578.27
